VENDOR_NAME,VENDOR_ID,VENDOR_ID_COPY,Custom Field Name,Custom Field Label,Custom Field Label Position,Custom Field Shape,Custom Field Location,Top Delimiter,Bottom Delimiter,Default Value,Horizontal Anchor,Vertical Anchor,TOP,BOTTOM,LEFT,RIGHT,INCLUDE_TOP,INCLUDE_BOTTOM,PAGE_IDENTIFIER
SWIGGY,,SWIGGY_10575,discountAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Total,Discounts,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10576,cessAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Total,Cess,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10577,additionalCessAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Total,Additional Cess Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10578,invoiceDate,Inv Date,Left,dd/dd/dddd,NONE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10579,subTotal,Taxable,Left,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10580,invoiceNumber,Document No,Left,dddddddd,NONE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10581,totalGSTAmount,Total Tax,Left,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10582,totalGSTAmount,Total Tax,Above,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10583,CGSTAmount,CGST Amt,Above,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10584,SGSTAmount,SGST Amt,Above,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10585,cessAmount,Cess,Above,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10586,totalAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Grand Total,Amount(Rs.),Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10587,subTotal,Taxable Amt,Above,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10588,subTotal,TAXABLE AMT,Left,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10589,totalAmount,NET AMOUNT,Left,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10590,invoiceDate,INVOICE DATE,Left,dd/dd/dddd,NONE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10591,subTotal,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Total,Taxable Value,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10592,subTotal,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Total,Taxable Value,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10593,invoiceNumber,Invoice No,Left,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10594,CGSTAmount,CGST Value,Left,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10595,SGSTAmount,SGST Value,Left,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10596,totalAmount,TOTAL VALUE,Above,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10597,subTotal,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Total,Taxable Value,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10598,CGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Total,Central Tax Rate,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10599,SGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Total,Central Tax Rate,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10600,totalGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Total,Total Tax Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10601,IGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,IGST,Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10602,subTotal,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Total,Taxable Value,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10603,subTotal,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Total,Taxable Value,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10604,CGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Total,CGST,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10605,SGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Total,SGST,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10606,invoiceNumber,#,Left,XXX-dddddd,NONE,Not Applicable,Bill of Supply Date,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10607,invoiceDate,Bill of Supply Date,Left,dd/dd/dddd,NONE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10608,additionalCessAmount,AddiCess,Left,Not Applicable,NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10609,discountAmount,disc,Left,Not Applicable,NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10610,CGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,CGST,Value,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10611,totalAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,ddddd,NONE,Not Applicable,Not Applicable,Not Applicable,Net Amount,Value,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10612,IGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Total,Value,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10613,additionalCessAmount,AddiCess,Left,"d,ddd.dd",NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10614,discountAmount,disc,Left,Not Applicable,NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10615,IGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"dd,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,IGST,Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10616,additionalCessAmount,AddiCess,Left,Not Applicable,NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10617,discountAmount,disc,Left,Not Applicable,NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10618,subTotal,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,dd,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Total,Taxable Value,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10619,invoiceDate,Dated,Above,d-Xxx-dddd,NONE,Not Applicable,Mode/Terms of Payment,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10620,additionalCessAmount,AddiCess,Left,Not Applicable,NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10621,discountAmount,disc,Left,Not Applicable,NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10622,IGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,dddd.dd,NONE,Not Applicable,Not Applicable,Not Applicable,Total,Integrated Tax Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10623,additionalCessAmount,Additional,Left,Not Applicable,NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10624,discountAmount,disc,Left,Not Applicable,NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10625,IGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,dddd.dd,NONE,Not Applicable,Not Applicable,Not Applicable,Output IGST,Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10626,totalGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,dddd.dd,NONE,Not Applicable,Not Applicable,Not Applicable,Total,Tax Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10627,SGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,dddd.dd,NONE,Not Applicable,Not Applicable,Not Applicable,Output CGST,Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10628,CGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,dddd.dd,NONE,Not Applicable,Not Applicable,Not Applicable,Output SGST,Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10629,cessAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,dddd.dd,NONE,Not Applicable,Not Applicable,Not Applicable,CESS,Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10630,additionalCessAmount,Additional,Left,Not Applicable,NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10631,discountAmount,disc,Left,Not Applicable,NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10632,SGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,ddddd.dd,NONE,Not Applicable,Not Applicable,Not Applicable,Total,S.GST AMT,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10633,CGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,ddddd.dd,NONE,Not Applicable,Not Applicable,Not Applicable,Total,C.GST AMT,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10634,IGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,ddddd.dd,NONE,Not Applicable,Not Applicable,Not Applicable,Total,I.GST AMT,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10635,additionalCessAmount,Additional,Left,Not Applicable,NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10636,discountAmount,disc,Left,Not Applicable,NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10637,subTotal,Sub Total,Left,"dd,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10638,additionalCessAmount,Additional,Left,Not Applicable,NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10639,discountAmount,disc,Left,Not Applicable,NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10640,IGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,dd,ddd.dd",NONE,Not Applicable,Not Applicable,0,Total,Integrated Tax Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10641,additionalCessAmount,Additional,Left,Not Applicable,NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10642,discountAmount,disc,Left,Not Applicable,NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10643,subTotal,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"ddd,ddd.dd",NONE,Not Applicable,Not Applicable,0,Total Amt Before Disc . & GST,TOTAL,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10644,totalGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"ddd,ddd.dd",NONE,Not Applicable,Not Applicable,0,Add -GST/ IGST Amt,TOTAL,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10645,totalAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"ddd,ddd.dd",NONE,Not Applicable,Not Applicable,0,Total Amount Payable,TOTAL,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10646,invoiceNumber,MULTI_TOKEN,MULTI_TOKEN,NONE,NONE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Date,PO NO,INV.NO,PAGE_BOUNDARY,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10647,additionalCessAmount,Additional,Left,Not Applicable,NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10648,discountAmount,disc,Left,Not Applicable,NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10649,totalAmount,Total Invoice Value(in figure),Left,ddddd.dd,NONE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10650,additionalCessAmount,Additional,Left,Not Applicable,NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10651,discountAmount,disc,Left,Not Applicable,NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10652,invoiceDate,Dated,Above,dd-Xxx-dddd,NONE,Not Applicable,Mode/Terms of Payment,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10653,CGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,dddd.dd,NONE,Not Applicable,Not Applicable,0,Output CGST,Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10654,SGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,dddd.dd,NONE,Not Applicable,Not Applicable,0,Output SGST,Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10655,IGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,dddd.dd,NONE,Not Applicable,Not Applicable,0,Output IGST,Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10656,additionalCessAmount,Additional,Left,Not Applicable,NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10657,discountAmount,disc,Left,Not Applicable,NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10658,totalGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,ddddd.dd,NONE,Not Applicable,Not Applicable,0,Tax Total,Tax Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10659,discountAmount,disc,Left,Not Applicable,NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10660,totalGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,ddddd.dd,NONE,Not Applicable,Not Applicable,0,Tax Total,Tax Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10661,additionalCessAmount,Additional,Left,Not Applicable,NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10662,discountAmount,disc,Left,Not Applicable,NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10663,subTotal,Total Basic,Left,ddddd.dd,NONE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10664,CGSTAmount,CGST,Left,dddd.dd,NONE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10665,SGSTAmount,SGST,Left,dddd.dd,NONE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10666,IGSTAmount,IGST,Left,dddd.dd,NONE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10667,subTotal,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Total,Taxable Value,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10668,CGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Total,Central Tax Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10669,SGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Total,State Tax Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10670,invoiceDate,Date,Left,dd/dd/dddd,NONE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10671,subTotal,Taxable Total,Left,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10672,invoiceDate,Dated,Above,dd-Xxx-dd,NONE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10673,subTotal,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Total,Taxable Value,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10674,CGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Total,Central Tax Rate,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
