VENDOR_NAME,VENDOR_ID,VENDOR_ID_COPY,Custom Field Name,Custom Field Label,Custom Field Label Position,Custom Field Shape,Custom Field Location,Top Delimiter,Bottom Delimiter,Default Value,Horizontal Anchor,Vertical Anchor,TOP,BOTTOM,LEFT,RIGHT,INCLUDE_TOP,INCLUDE_BOTTOM,PAGE_IDENTIFIER
SWIGGY,,SWIGGY_10488,TOTAL G S T AMOUNT,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"dd,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Total,Tax Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10489,TOTAL G S T AMOUNT,Total Tax,Left,dddd.dd,NONE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10490,TOTAL G S T AMOUNT,MULTI_TOKEN,MULTI_TOKEN,NONE,NONE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Total GST,Discount,IGST,Taxable Amount,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10491,invoice Number,Invoice No,Left,dddddddddddd,NONE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10492,totalGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Total,Tax Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10493,totalGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,dddddd.dd,NONE,Not Applicable,Not Applicable,Not Applicable,Total,Tax Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10494,totalGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"dd,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Total,Tax Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10495,totalGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,ddddd.dd,NONE,Not Applicable,Not Applicable,Not Applicable,Total,GST,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10496,totalGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"dd,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Total Tax,Tax Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10497,totalGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,ddddd.dd,NONE,Not Applicable,Not Applicable,Not Applicable,Total,Tax Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10498,totalGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,ddddd.dd,NONE,Not Applicable,Not Applicable,Not Applicable,TOTAL,IGST,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10499,totalGSTAmount,Total Tax,Above,ddddd.dd,NONE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10500,totalGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"dd,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Total,Tax Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10501,totalGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,dddd.dd,NONE,Not Applicable,Not Applicable,Not Applicable,Total Amount,Tax,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10502,totalGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"dd,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Total,Tax Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10503,totalGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"dd,ddd.dd",NONE,Not Applicable,Rupees,Not Applicable,Totals,Total Tax,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10504,totalGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"dd,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Total,Tax Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10505,totalGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,dddd.dd,NONE,Not Applicable,Not Applicable,Not Applicable,Total,Tax Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10506,totalGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,dddd,NONE,Not Applicable,Not Applicable,Not Applicable,TOTAL GST,Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10507,totalGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,ddddd.dd,NONE,Not Applicable,Not Applicable,Not Applicable,Total GST,Total,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10508,totalGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,dddd.dd,NONE,Not Applicable,Not Applicable,Not Applicable,TOTAL,TOTAL GST,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10509,totalGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,ddd.dd,NONE,Not Applicable,Not Applicable,Not Applicable,Total,Total Tax Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10510,CGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Total,CGSTAMT,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10511,SGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Total,SGSTAMT,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10512,SGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,CGST,Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10513,subTotal,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,dd,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Total,Taxable Value,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10514,totalGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Total,Total Tax Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10515,invoiceDate,Dated,Above,d-Xxx-dd,NONE,Not Applicable,Mode/Terms of Payment,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10516,invoiceDate,Dated,Above,dd-Xxx-dddd,NONE,Not Applicable,Supplier’s ref.,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10517,subTotal,Total Amount Before GST,Left,dddd.dd,NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10518,totalAmount,Rounded Off,Left,"d,ddd.dd",NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10519,subTotal,Sub Total,Left,"dd,ddd.dd",NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10520,discountAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Not Applicable,Not Applicable,0,Total,Discount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10521,IGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.d",NONE,Balance,Not Applicable,0,Total,IGST Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10522,CGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.d",NONE,Balance,Not Applicable,0,Total,CGST Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10523,SGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.d",NONE,Balance,Not Applicable,0,Total,CGST Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10524,invoiceDate,Dated,Above,dd-dd-dddd,NONE,Not Applicable,Place of Supply,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10525,invoiceNumber,Invoice No,Left,XXddddd,NONE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10526,totalAmount,Bill Amount,Left,dddddd.dd,NONE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10527,IGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,ddddd.dd,NONE,Tax Summary,Not Applicable,0,Total,IGST,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10528,CGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,ddddd.dd,NONE,Tax Summary,Not Applicable,0,Total,CGST Value,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10529,SGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,ddddd.dd,NONE,Tax Summary,Not Applicable,0,Total,CGST Value,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10530,discountAmount,Disc,Left,d.dd,NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10531,discountAmount,Disc,Left,d.dd,NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10532,discountAmount,Disc,Left,d.dd,NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10533,SGSTAmount,SGST,Left,ddd.dd,NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10534,CGSTAmount,CGST,Left,ddd.dd,NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10535,invoiceNumber,Invoice No,Above,ddd,NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10536,discountAmount,Disc,Left,d.dd,NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10537,discountAmount,Disc,Left,d.dd,NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10538,invoiceNumber,Invoice No,Left,ddddddd,NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10539,subTotal,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,dd,ddd.dd",NONE,Amount Chargeable,Not Applicable,0,Total,Taxable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10540,SGSTAmount,SGST Amount,Above,dddd.dd,NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10541,CGSTAmount,CGST Amount,Above,dddd.dd,NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10542,subTotal,TAXABLE AMT,Above,ddddd.dd,NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10543,totalAmount,NET AMOUNT,Left,ddddd.dd,NONE,VALUE (IN WORDS),Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10544,SGSTAmount,SGST,Above,dddd.dd,NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10545,CGSTAmount,CGST,Above,dddd.dd,NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10546,SGSTAmount,SGST,Above,ddd.dd,NONE,Total Cases,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10547,CGSTAmount,CGST,Above,ddd.dd,NONE,Total Cases,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10548,subTotal,Taxable,Above,"dd,ddd.dd",NONE,Total Cases,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10549,SGSTAmount,SGST AMT,Left,dddd.dd,NONE,TAXABLE AMT,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10550,CGSTAmount,CGST AMT,Left,dddd.dd,NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10551,totalAmount,NET AMOUNT,Left,ddddd.dd,NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10552,totalAmount,TOTAL,Left,dddd,NONE,TAXABLE AMOUNT,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10553,SGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Amount Chargeable,Not Applicable,0,Total,Central Tax,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10554,CGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Amount Chargeable,Not Applicable,0,Total,State Tax,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10555,subTotal,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"dd,ddd.dd",NONE,Amount Chargeable,Not Applicable,0,Total,Taxable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10556,cessAmount,Cess,Left,"d,ddd.dd",NONE,Sub Total,CGST,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10557,discountAmount,Disc,Left,d.dd,NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10558,invoiceNumber,#,Left,xxx-dd-dd-dd,NONE,Not Applicable,Invoice Date,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10559,SGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Amount Chargeable,Not Applicable,0,Total,Central Tax,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10560,CGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Amount Chargeable,Not Applicable,0,Total,State Tax,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10561,subTotal,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"dd,ddd.dd",NONE,Amount Chargeable,Not Applicable,0,Total,Taxable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10562,IGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,ddddd.dd,NONE,Not Applicable,Not Applicable,0,Total,IGST,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10563,subTotal,Total Taxable Value,Left,dddddd.dd,NONE,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10564,CGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Total:,Central Tax,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10565,SGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,SGST,Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10566,subTotal,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Total:,Taxable Value,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10567,discountAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Total:,Discount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10568,cessAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Cess,Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10569,additionalCessAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Total:,Additional Cess Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10570,IGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Total:,Integrated Tax,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10571,totalGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Total:,Total Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10572,CGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Total,CGST Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10573,SGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Total,SGST Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
